question_id,question,option_a,option_b,option_c,option_d,correct_option,difficulty,category,explanation,source,source_url,active,verified_date,content_type
NCQ-122,तलका विकल्पमध्ये घोषणापत्रको पहिलो स्तम्भ सँग मिल्ने तथ्य छान्नुहोस्।,युवा र ज्ञान–आधारित अर्थतन्त्र,हरित विकास र जलवायु अनुकूलन,समावेशी लोकतन्त्र र सुशासन,आर्थिक सुधार र रोजगारी,C,hard,घोषणापत्र,सही उत्तर: समावेशी लोकतन्त्र र सुशासन। स्रोतमा यो तथ्य उल्लेख गरिएको छ।,नेपाली कांग्रेस — घोषणापत्र,https://nepalicongress.org/manifesto/,True,2026-09-25,mcq
NCQ-123,ज्ञान परीक्षण: घोषणापत्रको पहिलो स्तम्भ — सही विकल्प कुन हो?,समावेशी लोकतन्त्र र सुशासन,आर्थिक सुधार र रोजगारी,युवा र ज्ञान–आधारित अर्थतन्त्र,हरित विकास र जलवायु अनुकूलन,A,hard,घोषणापत्र,सही उत्तर: समावेशी लोकतन्त्र र सुशासन। स्रोतमा यो तथ्य उल्लेख गरिएको छ।,नेपाली कांग्रेस — घोषणापत्र,https://nepalicongress.org/manifesto/,True,2026-09-25,mcq
NCQ-124,"यदि तपाईंलाई इतिहास/सिद्धान्त थाहा छ भने, घोषणापत्रको पहिलो स्तम्भ को उत्तर छान्नुहोस्।",युवा र ज्ञान–आधारित अर्थतन्त्र,हरित विकास र जलवायु अनुकूलन,समावेशी लोकतन्त्र र सुशासन,आर्थिक सुधार र रोजगारी,C,hard,घोषणापत्र,सही उत्तर: समावेशी लोकतन्त्र र सुशासन। स्रोतमा यो तथ्य उल्लेख गरिएको छ।,नेपाली कांग्रेस — घोषणापत्र,https://nepalicongress.org/manifesto/,True,2026-09-25,mcq
NCQ-125,चुनौती: घोषणापत्रको पहिलो स्तम्भ — चार विकल्पमध्ये सही उत्तर कुन हो?,समावेशी लोकतन्त्र र सुशासन,आर्थिक सुधार र रोजगारी,युवा र ज्ञान–आधारित अर्थतन्त्र,हरित विकास र जलवायु अनुकूलन,A,hard,घोषणापत्र,सही उत्तर: समावेशी लोकतन्त्र र सुशासन। स्रोतमा यो तथ्य उल्लेख गरिएको छ।,नेपाली कांग्रेस — घोषणापत्र,https://nepalicongress.org/manifesto/,True,2026-09-25,mcq
NCQ-126,घोषणापत्रको चौथो स्तम्भ को सही उत्तर कुन हो?,समावेशी लोकतन्त्र,हरित विकास,सामाजिक सुरक्षा,युवा र ज्ञान–आधारित अर्थतन्त्र,D,hard,घोषणापत्र,सही उत्तर: युवा र ज्ञान–आधारित अर्थतन्त्र। स्रोतमा यो तथ्य उल्लेख गरिएको छ।,नेपाली कांग्रेस — घोषणापत्र,https://nepalicongress.org/manifesto/,True,2026-09-25,mcq
NCQ-127,तलका विकल्पमध्ये घोषणापत्रको चौथो स्तम्भ सँग मिल्ने तथ्य छान्नुहोस्।,सामाजिक सुरक्षा,युवा र ज्ञान–आधारित अर्थतन्त्र,समावेशी लोकतन्त्र,हरित विकास,B,hard,घोषणापत्र,सही उत्तर: युवा र ज्ञान–आधारित अर्थतन्त्र। स्रोतमा यो तथ्य उल्लेख गरिएको छ।,नेपाली कांग्रेस — घोषणापत्र,https://nepalicongress.org/manifesto/,True,2026-09-25,mcq
NCQ-128,ज्ञान परीक्षण: घोषणापत्रको चौथो स्तम्भ — सही विकल्प कुन हो?,समावेशी लोकतन्त्र,हरित विकास,सामाजिक सुरक्षा,युवा र ज्ञान–आधारित अर्थतन्त्र,D,hard,घोषणापत्र,सही उत्तर: युवा र ज्ञान–आधारित अर्थतन्त्र। स्रोतमा यो तथ्य उल्लेख गरिएको छ।,नेपाली कांग्रेस — घोषणापत्र,https://nepalicongress.org/manifesto/,True,2026-09-25,mcq
NCQ-129,"यदि तपाईंलाई इतिहास/सिद्धान्त थाहा छ भने, घोषणापत्रको चौथो स्तम्भ को उत्तर छान्नुहोस्।",सामाजिक सुरक्षा,युवा र ज्ञान–आधारित अर्थतन्त्र,समावेशी लोकतन्त्र,हरित विकास,B,hard,घोषणापत्र,सही उत्तर: युवा र ज्ञान–आधारित अर्थतन्त्र। स्रोतमा यो तथ्य उल्लेख गरिएको छ।,नेपाली कांग्रेस — घोषणापत्र,https://nepalicongress.org/manifesto/,True,2026-09-25,mcq
NCQ-130,चुनौती: घोषणापत्रको चौथो स्तम्भ — चार विकल्पमध्ये सही उत्तर कुन हो?,समावेशी लोकतन्त्र,हरित विकास,सामाजिक सुरक्षा,युवा र ज्ञान–आधारित अर्थतन्त्र,D,hard,घोषणापत्र,सही उत्तर: युवा र ज्ञान–आधारित अर्थतन्त्र। स्रोतमा यो तथ्य उल्लेख गरिएको छ।,नेपाली कांग्रेस — घोषणापत्र,https://nepalicongress.org/manifesto/,True,2026-09-25,mcq
NCQ-131,घोषणापत्रको पाँचौँ स्तम्भ को सही उत्तर कुन हो?,युवा र ज्ञान–आधारित अर्थतन्त्र,समावेशी लोकतन्त्र,हरित विकास र जलवायु अनुकूलन,आर्थिक सुधार र रोजगारी,C,hard,घोषणापत्र,सही उत्तर: हरित विकास र जलवायु अनुकूलन। स्रोतमा यो तथ्य उल्लेख गरिएको छ।,नेपाली कांग्रेस — घोषणापत्र,https://nepalicongress.org/manifesto/,True,2026-09-25,mcq
NCQ-132,तलका विकल्पमध्ये घोषणापत्रको पाँचौँ स्तम्भ सँग मिल्ने तथ्य छान्नुहोस्।,हरित विकास र जलवायु अनुकूलन,आर्थिक सुधार र रोजगारी,युवा र ज्ञान–आधारित अर्थतन्त्र,समावेशी लोकतन्त्र,A,hard,घोषणापत्र,सही उत्तर: हरित विकास र जलवायु अनुकूलन। स्रोतमा यो तथ्य उल्लेख गरिएको छ।,नेपाली कांग्रेस — घोषणापत्र,https://nepalicongress.org/manifesto/,True,2026-09-25,mcq
NCQ-133,ज्ञान परीक्षण: घोषणापत्रको पाँचौँ स्तम्भ — सही विकल्प कुन हो?,युवा र ज्ञान–आधारित अर्थतन्त्र,समावेशी लोकतन्त्र,हरित विकास र जलवायु अनुकूलन,आर्थिक सुधार र रोजगारी,C,hard,घोषणापत्र,सही उत्तर: हरित विकास र जलवायु अनुकूलन। स्रोतमा यो तथ्य उल्लेख गरिएको छ।,नेपाली कांग्रेस — घोषणापत्र,https://nepalicongress.org/manifesto/,True,2026-09-25,mcq
NCQ-134,"यदि तपाईंलाई इतिहास/सिद्धान्त थाहा छ भने, घोषणापत्रको पाँचौँ स्तम्भ को उत्तर छान्नुहोस्।",हरित विकास र जलवायु अनुकूलन,आर्थिक सुधार र रोजगारी,युवा र ज्ञान–आधारित अर्थतन्त्र,समावेशी लोकतन्त्र,A,hard,घोषणापत्र,सही उत्तर: हरित विकास र जलवायु अनुकूलन। स्रोतमा यो तथ्य उल्लेख गरिएको छ।,नेपाली कांग्रेस — घोषणापत्र,https://nepalicongress.org/manifesto/,True,2026-09-25,mcq
NCQ-135,चुनौती: घोषणापत्रको पाँचौँ स्तम्भ — चार विकल्पमध्ये सही उत्तर कुन हो?,युवा र ज्ञान–आधारित अर्थतन्त्र,समावेशी लोकतन्त्र,हरित विकास र जलवायु अनुकूलन,आर्थिक सुधार र रोजगारी,C,hard,घोषणापत्र,सही उत्तर: हरित विकास र जलवायु अनुकूलन। स्रोतमा यो तथ्य उल्लेख गरिएको छ।,नेपाली कांग्रेस — घोषणापत्र,https://nepalicongress.org/manifesto/,True,2026-09-25,mcq
NCQ-136,घोषणापत्रको छैटौँ स्तम्भ को सही उत्तर कुन हो?,समावेशी लोकतन्त्र,सन्तुलित परराष्ट्र नीति र प्रवासी नेपाली,युवा र ज्ञान–आधारित अर्थतन्त्र,समन्यायिक समाज,B,hard,घोषणापत्र,सही उत्तर: सन्तुलित परराष्ट्र नीति र प्रवासी नेपाली। स्रोतमा यो तथ्य उल्लेख गरिएको छ।,नेपाली कांग्रेस — घोषणापत्र,https://nepalicongress.org/manifesto/,True,2026-09-25,mcq
NCQ-137,तलका विकल्पमध्ये घोषणापत्रको छैटौँ स्तम्भ सँग मिल्ने तथ्य छान्नुहोस्।,युवा र ज्ञान–आधारित अर्थतन्त्र,समन्यायिक समाज,समावेशी लोकतन्त्र,सन्तुलित परराष्ट्र नीति र प्रवासी नेपाली,D,hard,घोषणापत्र,सही उत्तर: सन्तुलित परराष्ट्र नीति र प्रवासी नेपाली। स्रोतमा यो तथ्य उल्लेख गरिएको छ।,नेपाली कांग्रेस — घोषणापत्र,https://nepalicongress.org/manifesto/,True,2026-09-25,mcq
NCQ-138,ज्ञान परीक्षण: घोषणापत्रको छैटौँ स्तम्भ — सही विकल्प कुन हो?,समावेशी लोकतन्त्र,सन्तुलित परराष्ट्र नीति र प्रवासी नेपाली,युवा र ज्ञान–आधारित अर्थतन्त्र,समन्यायिक समाज,B,hard,घोषणापत्र,सही उत्तर: सन्तुलित परराष्ट्र नीति र प्रवासी नेपाली। स्रोतमा यो तथ्य उल्लेख गरिएको छ।,नेपाली कांग्रेस — घोषणापत्र,https://nepalicongress.org/manifesto/,True,2026-09-25,mcq
NCQ-139,"यदि तपाईंलाई इतिहास/सिद्धान्त थाहा छ भने, घोषणापत्रको छैटौँ स्तम्भ को उत्तर छान्नुहोस्।",युवा र ज्ञान–आधारित अर्थतन्त्र,समन्यायिक समाज,समावेशी लोकतन्त्र,सन्तुलित परराष्ट्र नीति र प्रवासी नेपाली,D,hard,घोषणापत्र,सही उत्तर: सन्तुलित परराष्ट्र नीति र प्रवासी नेपाली। स्रोतमा यो तथ्य उल्लेख गरिएको छ।,नेपाली कांग्रेस — घोषणापत्र,https://nepalicongress.org/manifesto/,True,2026-09-25,mcq
NCQ-140,चुनौती: घोषणापत्रको छैटौँ स्तम्भ — चार विकल्पमध्ये सही उत्तर कुन हो?,समावेशी लोकतन्त्र,सन्तुलित परराष्ट्र नीति र प्रवासी नेपाली,युवा र ज्ञान–आधारित अर्थतन्त्र,समन्यायिक समाज,B,hard,घोषणापत्र,सही उत्तर: सन्तुलित परराष्ट्र नीति र प्रवासी नेपाली। स्रोतमा यो तथ्य उल्लेख गरिएको छ।,नेपाली कांग्रेस — घोषणापत्र,https://nepalicongress.org/manifesto/,True,2026-09-25,mcq
NCQ-141,कांग्रेसको आधिकारिक सिद्धान्तले कुन व्यवस्थाप्रति प्रतिबद्धता जनाएको छ को सही उत्तर कुन हो?,बहुलवादमा आधारित बहुदलीय संसदीय लोकतन्त्र,एकदलीय शासन,राजतन्त्र,सैन्य शासन,A,hard,सिद्धान्त,सही उत्तर: बहुलवादमा आधारित बहुदलीय संसदीय लोकतन्त्र। स्रोतमा यो तथ्य उल्लेख गरिएको छ।,नेपाली कांग्रेस — सिद्धान्त,https://nepalicongress.org/principle/,True,2026-09-25,mcq
NCQ-142,तलका विकल्पमध्ये कांग्रेसको आधिकारिक सिद्धान्तले कुन व्यवस्थाप्रति प्रतिबद्धता जनाएको छ सँग मिल्ने तथ्य छान्नुहोस्।,राजतन्त्र,सैन्य शासन,बहुलवादमा आधारित बहुदलीय संसदीय लोकतन्त्र,एकदलीय शासन,C,hard,सिद्धान्त,सही उत्तर: बहुलवादमा आधारित बहुदलीय संसदीय लोकतन्त्र। स्रोतमा यो तथ्य उल्लेख गरिएको छ।,नेपाली कांग्रेस — सिद्धान्त,https://nepalicongress.org/principle/,True,2026-09-25,mcq
NCQ-143,ज्ञान परीक्षण: कांग्रेसको आधिकारिक सिद्धान्तले कुन व्यवस्थाप्रति प्रतिबद्धता जनाएको छ — सही विकल्प कुन हो?,बहुलवादमा आधारित बहुदलीय संसदीय लोकतन्त्र,एकदलीय शासन,राजतन्त्र,सैन्य शासन,A,hard,सिद्धान्त,सही उत्तर: बहुलवादमा आधारित बहुदलीय संसदीय लोकतन्त्र। स्रोतमा यो तथ्य उल्लेख गरिएको छ।,नेपाली कांग्रेस — सिद्धान्त,https://nepalicongress.org/principle/,True,2026-09-25,mcq
NCQ-144,"यदि तपाईंलाई इतिहास/सिद्धान्त थाहा छ भने, कांग्रेसको आधिकारिक सिद्धान्तले कुन व्यवस्थाप्रति प्रतिबद्धता जनाएको छ को उत्तर छान्नुहोस्।",राजतन्त्र,सैन्य शासन,बहुलवादमा आधारित बहुदलीय संसदीय लोकतन्त्र,एकदलीय शासन,C,hard,सिद्धान्त,सही उत्तर: बहुलवादमा आधारित बहुदलीय संसदीय लोकतन्त्र। स्रोतमा यो तथ्य उल्लेख गरिएको छ।,नेपाली कांग्रेस — सिद्धान्त,https://nepalicongress.org/principle/,True,2026-09-25,mcq
NCQ-145,चुनौती: कांग्रेसको आधिकारिक सिद्धान्तले कुन व्यवस्थाप्रति प्रतिबद्धता जनाएको छ — चार विकल्पमध्ये सही उत्तर कुन हो?,बहुलवादमा आधारित बहुदलीय संसदीय लोकतन्त्र,एकदलीय शासन,राजतन्त्र,सैन्य शासन,A,hard,सिद्धान्त,सही उत्तर: बहुलवादमा आधारित बहुदलीय संसदीय लोकतन्त्र। स्रोतमा यो तथ्य उल्लेख गरिएको छ।,नेपाली कांग्रेस — सिद्धान्त,https://nepalicongress.org/principle/,True,2026-09-25,mcq
NCQ-146,लोकतन्त्रका आधारभूत तत्वमध्ये कुन पर्छ को सही उत्तर कुन हो?,वंशानुगत शासन,एकदलीय नियन्त्रण,सैन्य शासन,आवधिक निर्वाचन,D,hard,सिद्धान्त,सही उत्तर: आवधिक निर्वाचन। स्रोतमा यो तथ्य उल्लेख गरिएको छ।,नेपाली कांग्रेस — सिद्धान्त,https://nepalicongress.org/principle/,True,2026-09-25,mcq
NCQ-147,तलका विकल्पमध्ये लोकतन्त्रका आधारभूत तत्वमध्ये कुन पर्छ सँग मिल्ने तथ्य छान्नुहोस्।,सैन्य शासन,आवधिक निर्वाचन,वंशानुगत शासन,एकदलीय नियन्त्रण,B,hard,सिद्धान्त,सही उत्तर: आवधिक निर्वाचन। स्रोतमा यो तथ्य उल्लेख गरिएको छ।,नेपाली कांग्रेस — सिद्धान्त,https://nepalicongress.org/principle/,True,2026-09-25,mcq
NCQ-148,ज्ञान परीक्षण: लोकतन्त्रका आधारभूत तत्वमध्ये कुन पर्छ — सही विकल्प कुन हो?,वंशानुगत शासन,एकदलीय नियन्त्रण,सैन्य शासन,आवधिक निर्वाचन,D,hard,सिद्धान्त,सही उत्तर: आवधिक निर्वाचन। स्रोतमा यो तथ्य उल्लेख गरिएको छ।,नेपाली कांग्रेस — सिद्धान्त,https://nepalicongress.org/principle/,True,2026-09-25,mcq
NCQ-149,"यदि तपाईंलाई इतिहास/सिद्धान्त थाहा छ भने, लोकतन्त्रका आधारभूत तत्वमध्ये कुन पर्छ को उत्तर छान्नुहोस्।",सैन्य शासन,आवधिक निर्वाचन,वंशानुगत शासन,एकदलीय नियन्त्रण,B,hard,सिद्धान्त,सही उत्तर: आवधिक निर्वाचन। स्रोतमा यो तथ्य उल्लेख गरिएको छ।,नेपाली कांग्रेस — सिद्धान्त,https://nepalicongress.org/principle/,True,2026-09-25,mcq
NCQ-150,चुनौती: लोकतन्त्रका आधारभूत तत्वमध्ये कुन पर्छ — चार विकल्पमध्ये सही उत्तर कुन हो?,वंशानुगत शासन,एकदलीय नियन्त्रण,सैन्य शासन,आवधिक निर्वाचन,D,hard,सिद्धान्त,सही उत्तर: आवधिक निर्वाचन। स्रोतमा यो तथ्य उल्लेख गरिएको छ।,नेपाली कांग्रेस — सिद्धान्त,https://nepalicongress.org/principle/,True,2026-09-25,mcq
